Dataset,#TrainingReleases,%TrainingData,%DefectiveTraining,%DefectiveTesting,Classifier,FeatureSelection,Balancing,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa,F1score,NPofB20,Cost
Apache Storm,15,73.271835,18.53318,3.4671533,RandomForest,None,None,None,47,1846,270,29,0.024828315,0.6184211,0.30483598,-0.020278469,0.047739968,0.25,2136
Apache Storm,15,73.271835,18.53318,3.4671533,RandomForest,None,None,Learning,31,1319,797,45,0.022962963,0.40789473,0.34498432,-0.023726696,0.04347826,0.2894736842105263,1769
Apache Storm,15,73.271835,18.53318,3.4671533,RandomForest,BestFirstBackward,None,None,273,25,51,1843,0.91610736,0.12901701,0.36174884,-0.015954934,0.22618061,0.32894736842105265,18455
Apache Storm,15,73.271835,18.53318,3.4671533,RandomForest,BestFirstBackward,None,Learning,899,48,28,1217,0.94931364,0.4248582,0.38912484,-0.024567025,0.5870062,0.19736842105263158,12218
Apache Storm,15,73.271835,18.53318,3.4671533,RandomForest,BestFirstBackward,Undersampling,None,650,40,36,1466,0.942029,0.30718336,0.38240287,-0.021815894,0.46329296,0.25,14700
Apache Storm,15,73.271835,18.53318,3.4671533,RandomForest,BestFirstBackward,SMOTE,None,1361,38,38,755,0.97283775,0.64319474,0.51205105,0.02581163,0.77439547,0.17105263157894737,7588
Apache Storm,15,73.271835,18.53318,3.4671533,RandomForest,None,Undersampling,None,30,1585,531,46,0.01857585,0.39473686,0.3024326,-0.032925073,0.035481963,0.27631578947368424,2045
Apache Storm,15,73.271835,18.53318,3.4671533,RandomForest,None,SMOTE,None,27,846,1270,49,0.030927835,0.35526314,0.4102639,-0.007357079,0.056902003,0.3157894736842105,1336
Apache Storm,15,73.271835,18.53318,3.4671533,IBk,None,None,None,46,1793,323,30,0.025013594,0.6052632,0.4127201,-0.019872634,0.048041776,0.2236842105263158,2093
Apache Storm,15,73.271835,18.53318,3.4671533,IBk,None,None,Learning,41,1366,750,35,0.029140014,0.5394737,0.41267037,-0.011235245,0.055293325,0.27631578947368424,1716
Apache Storm,15,73.271835,18.53318,3.4671533,IBk,BestFirstBackward,None,None,305,24,52,1811,0.92705166,0.14413989,0.47708872,-0.013916421,0.24948876,0.23684210526315788,18134
Apache Storm,15,73.271835,18.53318,3.4671533,IBk,BestFirstBackward,None,Learning,791,30,46,1325,0.9634592,0.37381852,0.4770825,-0.0022703407,0.53864485,0.18421052631578946,13280
Apache Storm,15,73.271835,18.53318,3.4671533,IBk,BestFirstBackward,Undersampling,None,628,35,41,1488,0.94720966,0.2967864,0.4619907,-0.01602799,0.45196113,0.23684210526315788,14915
Apache Storm,15,73.271835,18.53318,3.4671533,IBk,BestFirstBackward,SMOTE,None,1749,56,20,367,0.96897507,0.82655954,0.44119677,0.030181827,0.89211935,0.2236842105263158,3726
Apache Storm,15,73.271835,18.53318,3.4671533,IBk,None,Undersampling,None,40,1612,504,36,0.024213076,0.5263158,0.41087952,-0.021416744,0.046296295,0.25,1972
Apache Storm,15,73.271835,18.53318,3.4671533,IBk,None,SMOTE,None,26,443,1673,50,0.0554371,0.34210527,0.47661301,0.038007677,0.09541284,0.3157894736842105,943
Apache Storm,16,82.102,17.187576,5.0955415,NaiveBayes,None,None,None,112,2074,12,0,0.051235132,1.0,0.36122835,5.893005E-4,0.097476065,0.33035714285714285,2074
Apache Storm,16,82.102,17.187576,5.0955415,NaiveBayes,None,None,Learning,111,2073,13,1,0.050824177,0.9910714,0.36122835,-2.764739E-4,0.096689895,0.33035714285714285,2083
Apache Storm,16,82.102,17.187576,5.0955415,NaiveBayes,BestFirstBackward,None,None,0,0,112,2086,NaN,0.0,0.49152085,0.0,NaN,0.33035714285714285,20860
Apache Storm,16,82.102,17.187576,5.0955415,NaiveBayes,BestFirstBackward,None,Learning,2086,112,0,0,0.9490446,1.0,0.49152085,0.0,0.9738562,0.33035714285714285,112
Apache Storm,16,82.102,17.187576,5.0955415,NaiveBayes,BestFirstBackward,Undersampling,None,2086,112,0,0,0.9490446,1.0,0.49152085,0.0,0.9738562,0.33035714285714285,112
Apache Storm,16,82.102,17.187576,5.0955415,NaiveBayes,BestFirstBackward,SMOTE,None,2086,112,0,0,0.9490446,1.0,0.48860815,0.0,0.9738562,0.33035714285714285,112
Apache Storm,16,82.102,17.187576,5.0955415,NaiveBayes,None,Undersampling,None,108,2059,27,4,0.049838487,0.96428573,0.3593172,-0.0023519872,0.09477841,0.33035714285714285,2099
Apache Storm,16,82.102,17.187576,5.0955415,NaiveBayes,None,SMOTE,None,110,2069,17,2,0.05048187,0.98214287,0.3993203,-9.974663E-4,0.09602793,0.33035714285714285,2089
Apache Storm,16,82.102,17.187576,5.0955415,RandomForest,None,None,None,100,2040,46,12,0.046728972,0.89285713,0.41911638,-0.008893788,0.088809945,0.33035714285714285,2160
Apache Storm,16,82.102,17.187576,5.0955415,RandomForest,None,None,Learning,56,1277,809,56,0.0420105,0.5,0.4473852,-0.0182157,0.07750865,0.33035714285714285,1837
Apache Storm,16,82.102,17.187576,5.0955415,RandomForest,BestFirstBackward,None,None,0,0,112,2086,NaN,0.0,0.505804,0.0,NaN,0.32142857142857145,20860
Apache Storm,16,82.102,17.187576,5.0955415,RandomForest,BestFirstBackward,None,Learning,1991,105,7,95,0.94990456,0.9544583,0.505804,0.017706312,0.952176,0.33035714285714285,1055
Apache Storm,16,82.102,17.187576,5.0955415,RandomForest,BestFirstBackward,Undersampling,None,2,1,111,2084,0.6666667,9.587728E-4,0.5057783,-8.1325916E-4,0.0019147918,0.32142857142857145,20841
Apache Storm,16,82.102,17.187576,5.0955415,RandomForest,BestFirstBackward,SMOTE,None,1991,105,7,95,0.94990456,0.9544583,0.505804,0.017706312,0.952176,0.32142857142857145,1055
Apache Storm,16,82.102,17.187576,5.0955415,RandomForest,None,Undersampling,None,79,1805,281,33,0.041932058,0.70535713,0.4219392,-0.018847007,0.07915831,0.3482142857142857,2135
Apache Storm,16,82.102,17.187576,5.0955415,RandomForest,None,SMOTE,None,42,474,1612,70,0.08139535,0.375,0.51768595,0.054593757,0.13375796,0.3482142857142857,1174
Apache Storm,16,82.102,17.187576,5.0955415,IBk,None,None,None,99,2037,49,13,0.046348315,0.8839286,0.45539352,-0.0096938135,0.08807829,0.32142857142857145,2167
Apache Storm,16,82.102,17.187576,5.0955415,IBk,None,None,Learning,55,1260,826,57,0.041825093,0.49107143,0.4557124,-0.01857152,0.077084795,0.33035714285714285,1830
Apache Storm,16,82.102,17.187576,5.0955415,IBk,BestFirstBackward,None,None,0,0,112,2086,NaN,0.0,0.505804,0.0,NaN,0.32142857142857145,20860
Apache Storm,16,82.102,17.187576,5.0955415,IBk,BestFirstBackward,None,Learning,1991,105,7,95,0.94990456,0.9544583,0.505804,0.017706312,0.952176,0.33035714285714285,1055
Apache Storm,16,82.102,17.187576,5.0955415,IBk,BestFirstBackward,Undersampling,None,7,1,111,2079,0.875,0.0033557047,0.5057783,-5.6989834E-4,0.0066857687,0.32142857142857145,20791
Apache Storm,16,82.102,17.187576,5.0955415,IBk,BestFirstBackward,SMOTE,None,1991,105,7,95,0.94990456,0.9544583,0.505804,0.017706312,0.952176,0.32142857142857145,1055
Apache Storm,16,82.102,17.187576,5.0955415,IBk,None,Undersampling,None,74,1760,326,38,0.040348966,0.66071427,0.4313921,-0.022116171,0.07605344,0.3392857142857143,2140
Apache Storm,16,82.102,17.187576,5.0955415,IBk,None,SMOTE,None,42,468,1618,70,0.08235294,0.375,0.5117193,0.056182537,0.13504823,0.3392857142857143,1168
Apache Storm,17,90.95633,15.53656,36.34744,NaiveBayes,None,None,None,27,10,1419,789,0.7297297,0.033088237,0.606727,0.032808136,0.06330598,0.03799019607843137,7900
Apache Storm,17,90.95633,15.53656,36.34744,NaiveBayes,None,None,Learning,30,11,1418,786,0.73170733,0.036764707,0.606727,0.036503,0.07001167,0.04534313725490196,7871
Apache Storm,17,90.95633,15.53656,36.34744,NaiveBayes,BestFirstBackward,None,None,0,0,1429,816,NaN,0.0,0.56256944,0.0,NaN,0.45588235294117646,8160
Apache Storm,17,90.95633,15.53656,36.34744,NaiveBayes,BestFirstBackward,None,Learning,816,1429,0,0,0.3634744,1.0,0.56256944,0.0,0.5331591,0.4534313725490196,1429
Apache Storm,17,90.95633,15.53656,36.34744,NaiveBayes,BestFirstBackward,Undersampling,None,816,1429,0,0,0.3634744,1.0,0.56391156,0.0,0.5331591,0.45588235294117646,1429
Apache Storm,17,90.95633,15.53656,36.34744,NaiveBayes,BestFirstBackward,SMOTE,None,816,1429,0,0,0.3634744,1.0,0.56838477,0.0,0.5331591,0.4534313725490196,1429
Apache Storm,17,90.95633,15.53656,36.34744,NaiveBayes,None,Undersampling,None,42,8,1421,774,0.84,0.05147059,0.5746464,0.057436768,0.09699769,0.05514705882352941,7748
Apache Storm,17,90.95633,15.53656,36.34744,NaiveBayes,None,SMOTE,None,38,14,1415,778,0.7307692,0.04656863,0.56914157,0.046011474,0.08755761,0.058823529411764705,7794
Apache Storm,17,90.95633,15.53656,36.34744,RandomForest,None,None,None,133,96,1333,683,0.58078605,0.1629902,0.5557482,0.11329024,0.25454545,0.35661764705882354,6926
Apache Storm,17,90.95633,15.53656,36.34744,RandomForest,None,None,Learning,354,451,978,462,0.43975157,0.43382353,0.53251195,0.118561015,0.43676743,0.44730392156862747,5071
Apache Storm,17,90.95633,15.53656,36.34744,RandomForest,BestFirstBackward,None,None,23,25,1404,793,0.47916666,0.028186275,0.56563234,0.013395697,0.053240743,0.4387254901960784,7955
Apache Storm,17,90.95633,15.53656,36.34744,RandomForest,BestFirstBackward,None,Learning,812,1424,5,4,0.36314848,0.99509805,0.56563234,-0.0010216737,0.5321101,0.45955882352941174,1464
Apache Storm,17,90.95633,15.53656,36.34744,RandomForest,BestFirstBackward,Undersampling,None,221,194,1235,595,0.5325301,0.27083334,0.5654569,0.1509887,0.35905766,0.46078431372549017,6144
Apache Storm,17,90.95633,15.53656,36.34744,RandomForest,BestFirstBackward,SMOTE,None,816,1429,0,0,0.3634744,1.0,0.5663827,0.0,0.5331591,0.4583333333333333,1429
Apache Storm,17,90.95633,15.53656,36.34744,RandomForest,None,Undersampling,None,281,290,1139,535,0.4921191,0.34436274,0.566086,0.15115793,0.40519106,0.4166666666666667,5640
Apache Storm,17,90.95633,15.53656,36.34744,RandomForest,None,SMOTE,None,571,1162,267,245,0.32948643,0.6997549,0.4766861,-0.09137638,0.44801882,0.4362745098039216,3612
Apache Storm,17,90.95633,15.53656,36.34744,IBk,None,None,None,99,87,1342,717,0.5322581,0.121323526,0.48119658,0.07243705,0.19760479,0.36764705882352944,7257
Apache Storm,17,90.95633,15.53656,36.34744,IBk,None,None,Learning,284,395,1034,532,0.41826215,0.3480392,0.48120686,0.07429763,0.37993312,0.44485294117647056,5715
Apache Storm,17,90.95633,15.53656,36.34744,IBk,BestFirstBackward,None,None,23,25,1404,793,0.47916666,0.028186275,0.56563234,0.013395697,0.053240743,0.4387254901960784,7955
Apache Storm,17,90.95633,15.53656,36.34744,IBk,BestFirstBackward,None,Learning,812,1424,5,4,0.36314848,0.99509805,0.5656341,-0.0010216737,0.5321101,0.45955882352941174,1464
Apache Storm,17,90.95633,15.53656,36.34744,IBk,BestFirstBackward,Undersampling,None,221,194,1235,595,0.5325301,0.27083334,0.5654934,0.1509887,0.35905766,0.46078431372549017,6144
Apache Storm,17,90.95633,15.53656,36.34744,IBk,BestFirstBackward,SMOTE,None,816,1429,0,0,0.3634744,1.0,0.5663827,0.0,0.5331591,0.4583333333333333,1429
Apache Storm,17,90.95633,15.53656,36.34744,IBk,None,Undersampling,None,279,273,1156,537,0.5054348,0.34191176,0.5424625,0.1621189,0.40789473,0.42401960784313725,5643
Apache Storm,17,90.95633,15.53656,36.34744,IBk,None,SMOTE,None,578,1168,261,238,0.33104238,0.7083333,0.5095552,-0.0876061,0.45121,0.4534313725490196,3548
