Dataset,#TrainingReleases,%TrainingData,%DefectiveTraining,%DefectiveTesting,Classifier,FeatureSelection,Balancing,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa,NPofB20
Bookkeeper,5,76.96372,14.828375,4.8929663,RandomForest,BestFirstBackward,Undersampling,None,16,136,486,16,0.10526316,0.5,0.72286975,0.1012585,34.375
Bookkeeper,5,76.96372,14.828375,4.8929663,RandomForest,BestFirstBackward,Undersampling,Threshold,2,37,585,30,0.051282052,0.0625,0.5015072,0.0027311211,12.5
Bookkeeper,5,76.96372,14.828375,4.8929663,RandomForest,BestFirstBackward,Undersampling,Learning,17,129,493,15,0.11643836,0.53125,0.7623091,0.12040946,34.375
Bookkeeper,5,76.96372,14.828375,4.8929663,RandomForest,BestFirstBackward,SMOTE,None,19,76,546,13,0.2,0.59375,0.8409365,0.24386188,50.0
Bookkeeper,5,76.96372,14.828375,4.8929663,RandomForest,BestFirstBackward,SMOTE,Threshold,3,21,601,29,0.125,0.09375,0.52999395,0.068057455,62.5
Bookkeeper,5,76.96372,14.828375,4.8929663,RandomForest,BestFirstBackward,SMOTE,Learning,4,35,587,28,0.102564104,0.125,0.7569584,0.06226956,56.25
Bookkeeper,5,76.96372,14.828375,4.8929663,IBk,None,None,None,4,28,594,28,0.125,0.125,0.7561797,0.07998392,40.625
Bookkeeper,5,76.96372,14.828375,4.8929663,IBk,None,None,Threshold,4,22,600,28,0.15384616,0.125,0.5448151,0.09837873,65.625
Bookkeeper,5,76.96372,14.828375,4.8929663,IBk,None,None,Learning,4,22,600,28,0.15384616,0.125,0.7561797,0.09837873,40.625
Bookkeeper,5,76.96372,14.828375,4.8929663,IBk,None,Oversampling,None,5,78,544,27,0.060240965,0.15625,0.672704,0.017568456,15.625
Bookkeeper,5,76.96372,14.828375,4.8929663,IBk,None,Oversampling,Threshold,5,46,576,27,0.09803922,0.15625,0.54114753,0.06421263,21.875
Bookkeeper,5,76.96372,14.828375,4.8929663,IBk,None,Oversampling,Learning,4,68,554,28,0.055555556,0.125,0.62397003,0.0098410295,15.625
Bookkeeper,5,76.96372,14.828375,4.8929663,IBk,None,Undersampling,None,8,156,466,24,0.048780486,0.25,0.5803607,-2.719054E-4,25.0
Bookkeeper,5,76.96372,14.828375,4.8929663,IBk,None,Undersampling,Threshold,8,114,508,24,0.06557377,0.25,0.5333601,0.02858742,25.0
Bookkeeper,5,76.96372,14.828375,4.8929663,IBk,None,Undersampling,Learning,17,217,405,15,0.072649576,0.53125,0.64381534,0.045663822,25.0
Bookkeeper,5,76.96372,14.828375,4.8929663,IBk,None,SMOTE,None,7,58,564,25,0.10769231,0.21875,0.76193225,0.08428085,28.125
Bookkeeper,5,76.96372,14.828375,4.8929663,IBk,None,SMOTE,Threshold,7,43,579,25,0.14,0.21875,0.5748091,0.11810899,46.875
Bookkeeper,5,76.96372,14.828375,4.8929663,IBk,None,SMOTE,Learning,4,24,598,28,0.14285715,0.125,0.79730207,0.09186071,34.375
Bookkeeper,5,76.96372,14.828375,4.8929663,IBk,BestFirstForward,None,None,7,26,596,25,0.21212122,0.21875,0.783963,0.17436507,43.75
Bookkeeper,5,76.96372,14.828375,4.8929663,IBk,BestFirstForward,None,Threshold,7,19,603,25,0.26923078,0.21875,0.59410167,0.2065733,68.75
Bookkeeper,5,76.96372,14.828375,4.8929663,IBk,BestFirstForward,None,Learning,7,19,603,25,0.26923078,0.21875,0.783963,0.2065733,43.75
Bookkeeper,5,76.96372,14.828375,4.8929663,IBk,BestFirstForward,Oversampling,None,8,70,552,24,0.102564104,0.25,0.7558531,0.081735075,25.0
Bookkeeper,5,76.96372,14.828375,4.8929663,IBk,BestFirstForward,Oversampling,Threshold,8,46,576,24,0.14814815,0.25,0.58802253,0.13275744,31.25
Bookkeeper,5,76.96372,14.828375,4.8929663,IBk,BestFirstForward,Oversampling,Learning,7,58,564,25,0.10769231,0.21875,0.7374146,0.08428085,31.25
Bookkeeper,5,76.96372,14.828375,4.8929663,IBk,BestFirstForward,Undersampling,None,12,163,459,20,0.068571426,0.375,0.62602997,0.036206093,34.375
Bookkeeper,5,76.96372,14.828375,4.8929663,IBk,BestFirstForward,Undersampling,Threshold,12,121,501,20,0.09022556,0.375,0.59023315,0.072275095,34.375
Bookkeeper,5,76.96372,14.828375,4.8929663,IBk,BestFirstForward,Undersampling,Learning,16,131,491,16,0.108843535,0.5,0.6537882,0.107005514,18.75
Bookkeeper,5,76.96372,14.828375,4.8929663,IBk,BestFirstForward,SMOTE,None,21,76,546,11,0.21649484,0.65625,0.8587721,0.2720131,62.5
Bookkeeper,5,76.96372,14.828375,4.8929663,IBk,BestFirstForward,SMOTE,Threshold,21,61,561,11,0.25609756,0.65625,0.7790896,0.32059792,65.625
Bookkeeper,5,76.96372,14.828375,4.8929663,IBk,BestFirstForward,SMOTE,Learning,11,34,588,21,0.24444444,0.34375,0.79561895,0.24238595,50.0
Bookkeeper,5,76.96372,14.828375,4.8929663,IBk,BestFirstBackward,None,None,7,26,596,25,0.21212122,0.21875,0.783963,0.17436507,43.75
Bookkeeper,5,76.96372,14.828375,4.8929663,IBk,BestFirstBackward,None,Threshold,7,19,603,25,0.26923078,0.21875,0.59410167,0.2065733,68.75
Bookkeeper,5,76.96372,14.828375,4.8929663,IBk,BestFirstBackward,None,Learning,7,19,603,25,0.26923078,0.21875,0.783963,0.2065733,43.75
Bookkeeper,5,76.96372,14.828375,4.8929663,IBk,BestFirstBackward,Oversampling,None,8,70,552,24,0.102564104,0.25,0.7558531,0.081735075,25.0
Bookkeeper,5,76.96372,14.828375,4.8929663,IBk,BestFirstBackward,Oversampling,Threshold,8,46,576,24,0.14814815,0.25,0.58802253,0.13275744,31.25
Bookkeeper,5,76.96372,14.828375,4.8929663,IBk,BestFirstBackward,Oversampling,Learning,7,58,564,25,0.10769231,0.21875,0.7374146,0.08428085,31.25
Bookkeeper,5,76.96372,14.828375,4.8929663,IBk,BestFirstBackward,Undersampling,None,12,163,459,20,0.068571426,0.375,0.62602997,0.036206093,34.375
Bookkeeper,5,76.96372,14.828375,4.8929663,IBk,BestFirstBackward,Undersampling,Threshold,12,121,501,20,0.09022556,0.375,0.59023315,0.072275095,34.375
Bookkeeper,5,76.96372,14.828375,4.8929663,IBk,BestFirstBackward,Undersampling,Learning,16,131,491,16,0.108843535,0.5,0.6537882,0.107005514,18.75
Bookkeeper,5,76.96372,14.828375,4.8929663,IBk,BestFirstBackward,SMOTE,None,21,76,546,11,0.21649484,0.65625,0.8587721,0.2720131,62.5
Bookkeeper,5,76.96372,14.828375,4.8929663,IBk,BestFirstBackward,SMOTE,Threshold,21,61,561,11,0.25609756,0.65625,0.7790896,0.32059792,65.625
Bookkeeper,5,76.96372,14.828375,4.8929663,IBk,BestFirstBackward,SMOTE,Learning,11,34,588,21,0.24444444,0.34375,0.79561895,0.24238595,50.0
