ID,Size,Predicted,Actual
341,93,1.2761725E-9,NO
745,93,1.2761725E-9,NO
1821,93,1.2761725E-9,NO
1919,136,1.8620906E-9,NO
640,341,4.6625668E-9,NO
362,271,3.7034675E-9,NO
351,189,2.5794384E-9,NO
2136,137,1.8620906E-9,NO
251,94,1.2761725E-9,NO
432,94,1.2761725E-9,NO
485,94,1.2761725E-9,YES
865,94,1.2761725E-9,NO
1308,94,1.2761725E-9,NO
1488,94,1.2761725E-9,NO
1914,94,1.2761725E-9,NO
2065,94,1.2761725E-9,NO
1298,138,1.8653636E-9,NO
509,151,2.0409943E-9,NO
2101,219,2.9563176E-9,NO
1055,138,1.8620906E-9,NO
1727,138,1.8620906E-9,NO
315,95,1.2761725E-9,NO
651,95,1.2761725E-9,NO
804,95,1.2761725E-9,NO
1956,95,1.2761725E-9,NO
2018,95,1.2761725E-9,NO
1973,348,4.6625668E-9,NO
1026,139,1.8620906E-9,YES
247,96,1.2761725E-9,NO
334,96,1.2761725E-9,NO
1274,96,1.2761725E-9,NO
66,141,1.8620906E-9,NO
690,97,1.2761725E-9,NO
843,97,1.2761725E-9,NO
883,97,1.2761725E-9,NO
1437,97,1.2761725E-9,NO
2025,97,1.2761725E-9,NO
2032,97,1.2761725E-9,NO
125,142,1.8620906E-9,NO
1604,142,1.8620906E-9,NO
1680,142,1.8620906E-9,NO
323,159,2.0762407E-9,NO
434,98,1.2761725E-9,NO
575,98,1.2761725E-9,NO
749,98,1.2761725E-9,NO
1539,143,1.8620906E-9,NO
497,409,5.3148983E-9,NO
203,99,1.2761725E-9,NO
478,99,1.2761725E-9,NO
845,99,1.2761725E-9,YES
72,195,2.5030413E-9,NO
2149,369,4.731368E-9,NO
403,100,1.2761725E-9,NO
1415,100,1.2761725E-9,NO
1489,100,1.2761725E-9,NO
1835,100,1.2761725E-9,NO
1953,100,1.2761725E-9,NO
2079,100,1.2761725E-9,NO
386,146,1.8620906E-9,NO
1234,146,1.8620906E-9,NO
2083,146,1.8620906E-9,NO
458,159,2.0239972E-9,NO
1910,147,1.8620906E-9,NO
2068,101,1.2761725E-9,NO
2087,101,1.2761725E-9,NO
1195,233,2.91929E-9,NO
48,102,1.2761725E-9,NO
566,102,1.2761725E-9,NO
1469,102,1.2761725E-9,NO
151,170,2.1165953E-9,NO
1417,103,1.2761725E-9,NO
71,241,2.9783107E-9,NO
244,104,1.2761725E-9,NO
900,104,1.2761725E-9,NO
1344,104,1.2761725E-9,NO
1203,154,1.8620906E-9,NO
1767,154,1.8620906E-9,NO
1964,154,1.8620906E-9,NO
1763,185,2.2326567E-9,NO
161,106,1.2761725E-9,NO
214,106,1.2761725E-9,NO
468,106,1.2761725E-9,NO
1169,106,1.2761725E-9,NO
1410,106,1.2761725E-9,NO
1490,106,1.2761725E-9,NO
1954,106,1.2761725E-9,NO
2060,106,1.2761725E-9,NO
705,156,1.8620906E-9,NO
775,156,1.8620906E-9,NO
1860,129,1.5368662E-9,NO
645,108,1.2761725E-9,NO
225,158,1.8620906E-9,NO
662,109,1.2761725E-9,NO
1265,109,1.2761725E-9,NO
1283,109,1.2761725E-9,NO
1460,109,1.2761725E-9,NO
1759,109,1.2761725E-9,NO
1603,160,1.868817E-9,NO
1146,1487,1.7302156E-8,NO
184,132,1.533802E-9,NO
1310,161,1.868817E-9,NO
121,110,1.2761725E-9,NO
837,110,1.2761725E-9,NO
882,110,1.2761725E-9,NO
1938,110,1.2761725E-9,NO
1949,110,1.2761725E-9,NO
470,111,1.2761725E-9,NO
646,111,1.2761725E-9,NO
1936,111,1.2761725E-9,NO
793,229,2.6272389E-9,NO
1924,163,1.868817E-9,NO
1264,112,1.2761725E-9,NO
1342,112,1.2761725E-9,NO
1483,112,1.2761725E-9,NO
1109,113,1.2761725E-9,NO
1057,114,1.2769972E-9,YES
1216,114,1.2769972E-9,NO
1258,114,1.2769972E-9,NO
1411,114,1.2769972E-9,NO
621,115,1.2769972E-9,NO
1791,115,1.2769972E-9,NO
1903,115,1.2769972E-9,NO
150,191,2.1165953E-9,NO
1722,204,2.2473636E-9,NO
146,116,1.2769972E-9,NO
612,116,1.2769972E-9,NO
786,116,1.2769972E-9,NO
340,117,1.2769972E-9,NO
344,117,1.2769972E-9,NO
439,525,5.717247E-9,NO
1334,172,1.868817E-9,NO
652,118,1.2769972E-9,NO
1004,118,1.2769972E-9,NO
1210,118,1.2769972E-9,NO
1960,118,1.2769972E-9,YES
145,119,1.2769972E-9,NO
694,119,1.2769972E-9,NO
1493,119,1.2769972E-9,NO
1622,119,1.2769972E-9,NO
1292,138,1.4786106E-9,NO
1682,175,1.868817E-9,NO
697,120,1.2769972E-9,NO
1769,176,1.868817E-9,NO
1332,177,1.868817E-9,NO
1849,121,1.2769972E-9,NO
1940,178,1.868817E-9,NO
1225,281,2.9472302E-9,NO
771,123,1.2769972E-9,NO
881,123,1.2769972E-9,NO
1900,726,7.525014E-9,NO
2135,475,4.9055906E-9,NO
603,181,1.868817E-9,NO
451,124,1.2769972E-9,NO
570,124,1.2769972E-9,NO
1755,124,1.2769972E-9,NO
1524,182,1.868817E-9,NO
466,198,2.0239972E-9,NO
158,125,1.2769972E-9,NO
195,125,1.2769972E-9,NO
908,125,1.2769972E-9,NO
1856,125,1.2769972E-9,NO
2108,125,1.2769972E-9,NO
899,183,1.868817E-9,NO
1725,183,1.868817E-9,NO
1049,293,2.973295E-9,NO
1400,126,1.2769972E-9,NO
1892,126,1.2769972E-9,NO
1946,126,1.2769972E-9,NO
696,185,1.868817E-9,NO
1517,185,1.868817E-9,NO
2044,239,2.4040432E-9,NO
1847,128,1.2769972E-9,NO
1531,188,1.868817E-9,NO
1721,188,1.868817E-9,NO
494,129,1.2769972E-9,NO
906,129,1.2769972E-9,NO
1006,130,1.2769972E-9,NO
1654,130,1.2769972E-9,NO
2085,130,1.2769972E-9,NO
2137,252,2.466712E-9,NO
182,157,1.533802E-9,NO
819,131,1.2769972E-9,NO
420,192,1.868817E-9,NO
1576,193,1.868817E-9,NO
457,132,1.2769972E-9,NO
860,132,1.2769972E-9,NO
412,133,1.2769972E-9,NO
644,133,1.2769972E-9,NO
714,133,1.2769972E-9,NO
1623,150,1.4311703E-9,NO
2067,361,3.4173404E-9,YES
1012,135,1.2769972E-9,NO
2121,135,1.2769972E-9,NO
1832,619,5.8540874E-9,NO
1869,217,2.0450137E-9,NO
421,555,5.2260356E-9,NO
1797,217,2.0373296E-9,NO
713,137,1.2769972E-9,NO
186,201,1.868817E-9,NO
976,201,1.868817E-9,NO
1204,202,1.868817E-9,NO
1495,202,1.868817E-9,NO
1270,203,1.868817E-9,NO
859,139,1.2769972E-9,NO
1266,139,1.2769972E-9,NO
1369,246,2.2484148E-9,NO
1857,140,1.2769972E-9,NO
2086,140,1.2769972E-9,NO
902,208,1.8811273E-9,NO
1206,209,1.8811273E-9,NO
1819,142,1.2769972E-9,NO
1063,172,1.5451483E-9,NO
350,239,2.134695E-9,NO
455,143,1.2769972E-9,NO
1212,144,1.2769972E-9,NO
1391,144,1.2769972E-9,NO
1943,230,2.0344888E-9,NO
419,213,1.8811273E-9,NO
1599,214,1.8811273E-9,NO
1850,215,1.8811273E-9,NO
719,177,1.5484222E-9,NO
155,146,1.2769972E-9,NO
157,147,1.2769972E-9,NO
1068,147,1.2769972E-9,NO
1067,261,2.265737E-9,YES
1345,262,2.268873E-9,NO
710,218,1.8811273E-9,NO
143,148,1.2769972E-9,NO
712,148,1.2769972E-9,NO
490,219,1.8811273E-9,NO
1605,149,1.2769972E-9,NO
734,353,2.990512E-9,NO
1492,151,1.2769972E-9,NO
1558,151,1.2769972E-9,NO
452,223,1.8811273E-9,NO
1322,152,1.2769972E-9,NO
1470,152,1.2769972E-9,NO
862,225,1.8811273E-9,NO
2003,252,2.10533E-9,NO
693,153,1.2769972E-9,NO
699,153,1.2769972E-9,NO
1223,153,1.2769972E-9,NO
1899,153,1.2769972E-9,NO
709,154,1.2769972E-9,NO
1217,154,1.2769972E-9,NO
1464,155,1.2769972E-9,NO
144,156,1.2769972E-9,NO
880,156,1.2769972E-9,NO
1041,156,1.2769972E-9,YES
1837,156,1.2769972E-9,NO
856,231,1.8811273E-9,NO
1219,157,1.2769972E-9,NO
1163,1879,1.5255692E-8,NO
440,232,1.8811273E-9,NO
903,232,1.8811273E-9,NO
1377,232,1.8811273E-9,NO
912,158,1.2769972E-9,NO
1221,158,1.2769972E-9,NO
1351,158,1.2769972E-9,NO
2040,158,1.2769972E-9,NO
299,256,2.06519E-9,NO
1720,234,1.8811273E-9,NO
480,160,1.28161E-9,NO
761,160,1.28161E-9,NO
780,160,1.28161E-9,NO
533,261,2.0815938E-9,YES
2038,237,1.8811273E-9,NO
642,164,1.28161E-9,NO
1028,243,1.8811273E-9,NO
866,166,1.28161E-9,NO
986,244,1.8811273E-9,NO
2141,189,1.4533289E-9,NO
1698,246,1.8811273E-9,NO
1589,168,1.28161E-9,NO
1502,408,3.0884275E-9,NO
1416,170,1.28161E-9,NO
997,252,1.8991315E-9,NO
364,171,1.28161E-9,NO
1376,172,1.28161E-9,NO
2172,196,1.456875E-9,NO
1455,174,1.28161E-9,NO
1618,174,1.28161E-9,NO
1935,174,1.28161E-9,NO
826,175,1.28161E-9,NO
828,175,1.28161E-9,NO
1870,175,1.28161E-9,NO
964,176,1.28161E-9,NO
1967,176,1.28161E-9,NO
974,447,3.2403298E-9,NO
689,262,1.8991315E-9,NO
1931,262,1.8991315E-9,NO
698,178,1.28161E-9,NO
758,178,1.28161E-9,NO
1800,265,1.8991315E-9,NO
990,218,1.5553265E-9,NO
1937,268,1.8991315E-9,NO
162,181,1.28161E-9,NO
1895,292,2.0609379E-9,NO
779,182,1.28161E-9,NO
787,182,1.28161E-9,NO
1389,327,2.2984525E-9,NO
367,271,1.8991315E-9,NO
855,183,1.28161E-9,NO
1614,183,1.28161E-9,NO
1272,184,1.28161E-9,NO
1570,184,1.28161E-9,NO
443,186,1.28161E-9,NO
1780,186,1.28161E-9,NO
1950,187,1.28161E-9,NO
447,188,1.28161E-9,NO
1017,188,1.28161E-9,NO
1861,188,1.28161E-9,NO
1015,189,1.28161E-9,NO
973,490,3.2662528E-9,NO
1042,506,3.3231675E-9,YES
1917,237,1.5548771E-9,NO
852,290,1.8991315E-9,NO
380,196,1.28161E-9,NO
991,198,1.28161E-9,YES
620,300,1.922991E-9,NO
1795,200,1.28161E-9,NO
1904,202,1.28161E-9,YES
449,204,1.2900523E-9,NO
811,206,1.2900523E-9,NO
2106,423,2.635799E-9,NO
1014,209,1.2900523E-9,NO
1552,209,1.2900523E-9,NO
1261,211,1.2900523E-9,NO
1776,316,1.922991E-9,NO
1010,213,1.2900523E-9,NO
1820,214,1.2900523E-9,NO
808,216,1.2900523E-9,NO
999,216,1.2900523E-9,NO
2107,219,1.2900523E-9,NO
814,263,1.5443004E-9,NO
464,220,1.2900523E-9,NO
460,484,2.829395E-9,NO
1196,617,3.5781058E-9,YES
767,223,1.2900523E-9,NO
1961,614,3.462714E-9,NO
1421,348,1.9529225E-9,NO
1501,435,2.4289297E-9,NO
970,350,1.9529225E-9,NO
473,235,1.2900523E-9,YES
1855,235,1.2900523E-9,NO
2081,440,2.4135491E-9,NO
1838,283,1.5499633E-9,NO
2139,270,1.4769036E-9,NO
1500,236,1.2900523E-9,NO
2144,680,3.7115826E-9,NO
858,238,1.2900523E-9,NO
1792,238,1.2900523E-9,NO
1593,365,1.9529225E-9,NO
2088,695,3.7115826E-9,NO
969,242,1.2900523E-9,NO
2131,242,1.2900523E-9,NO
450,759,4.025565E-9,NO
1043,697,3.6702046E-9,YES
1577,372,1.9529225E-9,NO
159,252,1.3023993E-9,NO
629,252,1.3023993E-9,NO
1024,385,1.9891986E-9,NO
746,381,1.9529225E-9,NO
379,384,1.9529225E-9,YES
1262,262,1.3023993E-9,NO
992,265,1.3023993E-9,NO
2013,266,1.3023993E-9,NO
1150,1445,7.018933E-9,NO
1000,270,1.3023993E-9,NO
2035,270,1.3023993E-9,NO
465,457,2.2008975E-9,NO
1309,419,1.9891986E-9,NO
441,275,1.3023993E-9,NO
979,428,1.9891986E-9,NO
1778,440,2.0321544E-9,NO
442,284,1.3023993E-9,NO
630,284,1.3023993E-9,NO
1023,447,2.0439348E-9,NO
1786,358,1.6146872E-9,NO
2112,296,1.318762E-9,NO
1037,367,1.6298473E-9,NO
1132,299,1.318762E-9,NO
958,304,1.318762E-9,NO
2138,487,2.104795E-9,NO
1600,521,2.2343054E-9,NO
413,333,1.318762E-9,NO
682,334,1.318762E-9,NO
2111,340,1.3392885E-9,NO
2072,374,1.4700077E-9,YES
1053,393,1.5288631E-9,NO
794,659,2.5575226E-9,NO
1151,623,2.3596658E-9,NO
1056,583,2.2054893E-9,YES
954,584,2.2054893E-9,NO
1902,357,1.3392885E-9,NO
2033,717,2.6676694E-9,NO
980,595,2.2054893E-9,NO
2070,787,2.8985256E-9,YES
160,368,1.3392885E-9,NO
1974,369,1.3392885E-9,NO
2109,371,1.3392885E-9,NO
1865,375,1.3392885E-9,NO
1086,457,1.6136513E-9,NO
1116,457,1.6136513E-9,NO
1096,387,1.3641661E-9,NO
1141,387,1.3641661E-9,NO
1154,387,1.3641661E-9,NO
1120,459,1.6136513E-9,NO
1106,460,1.6136513E-9,NO
1155,460,1.6136513E-9,NO
2019,391,1.3641661E-9,NO
1108,465,1.6136513E-9,NO
448,396,1.3641661E-9,NO
1117,470,1.6136513E-9,NO
1124,470,1.6136513E-9,NO
1612,986,3.3646692E-9,NO
1125,474,1.6136513E-9,NO
1071,405,1.3641661E-9,NO
1073,405,1.3641661E-9,NO
1102,405,1.3641661E-9,NO
1103,405,1.3641661E-9,NO
1110,405,1.3641661E-9,NO
1113,405,1.3641661E-9,NO
1114,405,1.3641661E-9,NO
1118,405,1.3641661E-9,NO
1131,405,1.3641661E-9,NO
1115,406,1.3641661E-9,NO
1142,406,1.3641661E-9,NO
995,733,2.4483822E-9,NO
898,410,1.3641661E-9,NO
1209,411,1.3641661E-9,NO
1078,878,2.912282E-9,NO
1097,914,3.0228233E-9,NO
567,413,1.3641661E-9,NO
1099,421,1.3641661E-9,NO
1152,1264,3.932174E-9,NO
648,449,1.3936247E-9,NO
1139,566,1.7512897E-9,NO
1122,555,1.6991163E-9,NO
1130,555,1.6991163E-9,NO
1083,462,1.3936247E-9,NO
861,484,1.4279395E-9,NO
897,492,1.4279395E-9,NO
1095,498,1.4279395E-9,NO
2140,498,1.4279395E-9,NO
1138,663,1.8770852E-9,NO
1090,505,1.4279395E-9,NO
1851,505,1.4279395E-9,NO
1089,506,1.4279395E-9,NO
1100,506,1.4279395E-9,NO
1107,521,1.4674363E-9,NO
1137,509,1.4279395E-9,NO
1094,525,1.4674363E-9,NO
1418,525,1.4674363E-9,NO
1088,527,1.4674363E-9,NO
1075,513,1.4279395E-9,NO
1143,513,1.4279395E-9,NO
1145,513,1.4279395E-9,NO
1140,515,1.4279395E-9,NO
1153,515,1.4279395E-9,NO
1427,515,1.4279395E-9,NO
1091,1328,3.6700387E-9,NO
1149,532,1.4674363E-9,NO
1119,804,2.2131335E-9,NO
1779,751,2.0457442E-9,NO
1121,754,2.035878E-9,NO
1079,767,2.035878E-9,NO
1148,553,1.4674363E-9,NO
1080,1059,2.7887228E-9,NO
1111,560,1.4674363E-9,NO
1610,897,2.3250124E-9,NO
1429,602,1.5124956E-9,NO
1069,626,1.5635594E-9,NO
1074,607,1.5124956E-9,NO
1136,630,1.5635594E-9,NO
1112,631,1.5635594E-9,NO
1104,635,1.5635594E-9,NO
1105,640,1.5635594E-9,NO
1076,703,1.6858203E-9,NO
1093,713,1.6858203E-9,NO
1081,751,1.7582793E-9,NO
1129,795,1.8392886E-9,NO
1101,800,1.8392886E-9,NO
1082,851,1.9297335E-9,NO
1098,921,2.0306274E-9,NO
1126,835,1.8392886E-9,NO
